tag,delta,mwu
TSS_564,-0.1566155555555556,0.0
TSS_164,-0.15661333333333333,0.0
TSS_262.1,-0.15661333333333333,0.0
TSS_444,-0.15661333333333333,0.0
TSS_526,-0.15661333333333333,0.0
TSS_566,-0.15661333333333333,0.0
TSS_586,-0.15661333333333333,0.0
TSS_611.2,-0.15661333333333333,0.0
TSS_397,-0.15605777777777777,0.0
TSS_1021.6,-0.15605777777777777,0.0
TSS_1078,-0.15605777777777777,0.0
TSS_49.1,-0.15605777777777774,0.0
TSS_389,-0.1559488888888889,0.0
TSS_188.4,-0.15555111111111108,0.0
TSS_691,-0.1553877777777778,0.0
TSS_945,-0.15538444444444444,0.0
TSS_94.1,-0.1552711111111111,0.0
TSS_565,-0.1552711111111111,0.0
TSS_727.1,-0.1552711111111111,0.0
TSS_814,-0.15527111111111108,0.0
TSS_144,-0.15520666666666663,0.0
TSS_793.2,-0.15498333333333333,0.0
TSS_283.1,-0.15495555555555554,0.0
TSS_745,-0.15483444444444444,0.0
TSS_332.1,-0.15471555555555555,0.0
TSS_428,-0.1546611111111111,0.0
TSS_713,-0.15455333333333332,0.0
TSS_518,-0.15371555555555552,0.0
TSS_539.1,-0.15317999999999998,0.0
TSS_347,-0.15274555555555558,0.0
TSS_787.1,-0.15242555555555554,0.0
TSS_999.1,-0.1523233333333333,0.0
TSS_914,-0.15221111111111107,0.0
TSS_132,-0.15174555555555555,0.0
TSS_352.1,-0.15170555555555554,0.0
TSS_607,-0.15170444444444445,0.0
TSS_712,-0.15167777777777777,0.0
TSS_783.2,-0.15131555555555556,0.0
TSS_894,-0.15113555555555552,0.0
TSS_80,-0.15110777777777776,0.0
TSS_1012,-0.15056777777777777,0.0
TSS_146.2,-0.15041444444444443,0.0
TSS_374,-0.15008555555555556,0.0
TSS_23.1,-0.15001222222222219,0.0
TSS_1065.4,-0.1496811111111111,0.0
TSS_87.2,-0.14967999999999998,0.0
TSS_367.1,-0.14967999999999998,0.0
TSS_459,-0.14967999999999998,0.0
TSS_724,-0.14955333333333332,0.0
TSS_729,-0.14912555555555554,0.0
TSS_417.2,-0.14912444444444445,0.0
TSS_795.1,-0.14912444444444445,0.0
TSS_1113,-0.14860555555555555,0.0
TSS_1120,-0.14860555555555555,0.0
TSS_640,-0.14852222222222222,0.0
TSS_1036.3,-0.14806333333333332,0.0
TSS_786,-0.14789555555555556,0.0
TSS_795,-0.1477822222222222,0.0
TSS_971,-0.14777444444444446,0.0
TSS_865,-0.14761111111111108,0.0
TSS_661,-0.14753,0.0
TSS_246,-0.14748777777777777,0.0
TSS_146.3,-0.14732666666666666,0.0
TSS_522,-0.14725555555555556,0.0
TSS_837,-0.1469,0.0
TSS_23,-0.14689555555555553,0.0
TSS_183.1,-0.14689555555555553,0.0
TSS_214,-0.14689555555555553,0.0
TSS_348.1,-0.14689555555555553,0.0
TSS_396.2,-0.14689555555555553,0.0
TSS_458,-0.14689555555555553,0.0
TSS_476,-0.14689555555555553,0.0
TSS_478,-0.14689555555555553,0.0
TSS_631.1,-0.14689555555555553,0.0
TSS_682,-0.14689555555555553,0.0
TSS_686.1,-0.14689555555555553,0.0
TSS_710,-0.14689555555555553,0.0
TSS_875,-0.14689555555555553,0.0
TSS_891.2,-0.14689555555555553,0.0
TSS_906,-0.14689555555555553,0.0
TSS_951,-0.14689555555555553,0.0
TSS_955,-0.14689555555555553,0.0
TSS_1014,-0.14689555555555553,0.0
TSS_1031.1,-0.14689555555555553,0.0
TSS_984.1,-0.1467322222222222,0.0
TSS_95,-0.14644222222222222,0.0
TSS_650,-0.1464411111111111,0.0
TSS_400,-0.14644000000000001,0.0
TSS_417.1,-0.14634,0.0
TSS_793.1,-0.14634,0.0
TSS_1038,-0.14628666666666665,0.0
TSS_719,-0.1462622222222222,0.0
TSS_480.1,-0.14617555555555553,0.0
TSS_1049,-0.14614555555555553,0.0
TSS_18,-0.14583333333333331,0.0
TSS_142,-0.14561555555555555,0.0
TSS_482,-0.14555333333333334,0.0
TSS_597,-0.1455533333333333,0.0
TSS_683,-0.1455533333333333,0.0
TSS_893,-0.14516555555555555,0.0
TSS_785,-0.1451011111111111,0.0
TSS_869,-0.14500555555555555,0.0
TSS_43,-0.14499777777777775,0.0
TSS_390.1,-0.14499777777777775,0.0
TSS_433.1,-0.1448222222222222,0.0
TSS_405.1,-0.14449222222222222,0.0
TSS_704,-0.14449222222222222,0.0
TSS_950,-0.1444911111111111,0.0
TSS_107,-0.14403222222222223,0.0
TSS_1020,-0.1439122222222222,0.0
TSS_509,-0.14388222222222222,0.0
TSS_884,-0.14307888888888887,0.0
TSS_109.1,-0.1430488888888889,0.0
TSS_338.3,-0.1430488888888889,0.0
TSS_417,-0.1430488888888889,0.0
TSS_916,-0.1430488888888889,0.0
TSS_373,-0.14304888888888886,0.0
TSS_512,-0.14304888888888886,0.0
TSS_476.4,-0.14294888888888888,0.0
TSS_111,-0.14282333333333333,0.0
TSS_975,-0.14274666666666666,0.0
TSS_242.2,-0.14264666666666667,0.0
TSS_841.1,-0.14225888888888888,0.0
TSS_958,-0.14219111111111107,0.0
TSS_945.1,-0.14200444444444446,0.0
TSS_639.1,-0.14198777777777777,0.0
TSS_532.1,-0.14198666666666665,0.0
TSS_866.2,-0.14170666666666665,0.0
TSS_879,-0.14170666666666665,0.0
TSS_279,-0.1416811111111111,0.0
TSS_444.2,-0.14165555555555556,0.0
TSS_199.1,-0.14148777777777777,0.0
TSS_601,-0.14085111111111112,0.0
TSS_313,-0.14041555555555554,0.0
TSS_735,-0.1402511111111111,0.0
TSS_186.4,-0.14020222222222223,0.0
TSS_882,-0.1401633333333333,0.0
TSS_57,-0.13996333333333333,0.0
TSS_375,-0.13996333333333333,0.0
TSS_505,-0.13996333333333333,0.0
TSS_536,-0.13996333333333333,0.0
TSS_129.1,-0.1399622222222222,0.0
TSS_135.1,-0.1399622222222222,0.0
TSS_342,-0.1399622222222222,0.0
TSS_474.1,-0.1399622222222222,0.0
TSS_625,-0.1399622222222222,0.0
TSS_881,-0.1399622222222222,0.0
TSS_966,-0.1399622222222222,0.0
TSS_124,-0.13940666666666665,0.0
TSS_851,-0.13940666666666662,0.0
TSS_91.1,-0.13929222222222226,0.0
TSS_306,-0.13921666666666666,0.0
TSS_523.1,-0.13898333333333332,0.0
TSS_227,-0.1385222222222222,0.0
TSS_393,-0.1381133333333333,0.0
TSS_430,-0.13806555555555555,0.0
TSS_733,-0.1379011111111111,0.0
TSS_358,-0.13774666666666666,0.0
TSS_185.1,-0.13755777777777778,0.0
TSS_808,-0.13755666666666666,0.0
TSS_446,-0.13717777777777776,0.0
TSS_677,-0.13717777777777776,0.0
TSS_921,-0.13717777777777776,0.0
TSS_923.2,-0.13717777777777776,0.0
TSS_4,-0.13717777777777773,0.0
TSS_95.3,-0.13717777777777773,0.0
TSS_105.1,-0.13717777777777773,0.0
TSS_130.1,-0.13717777777777773,0.0
TSS_133,-0.13717777777777773,0.0
TSS_136,-0.13717777777777773,0.0
TSS_145,-0.13717777777777773,0.0
TSS_148.3,-0.13717777777777773,0.0
TSS_165,-0.13717777777777773,0.0
TSS_173.1,-0.13717777777777773,0.0
TSS_186,-0.13717777777777773,0.0
TSS_216.2,-0.13717777777777773,0.0
TSS_247.1,-0.13717777777777773,0.0
TSS_349,-0.13717777777777773,0.0
TSS_386,-0.13717777777777773,0.0
TSS_471,-0.13717777777777773,0.0
TSS_490,-0.13717777777777773,0.0
TSS_504,-0.13717777777777773,0.0
TSS_581,-0.13717777777777773,0.0
TSS_588,-0.13717777777777773,0.0
TSS_598,-0.13717777777777773,0.0
TSS_645,-0.13717777777777773,0.0
TSS_663.1,-0.13717777777777773,0.0
TSS_668,-0.13717777777777773,0.0
TSS_680,-0.13717777777777773,0.0
TSS_783.1,-0.13717777777777773,0.0
TSS_792,-0.13717777777777773,0.0
TSS_793,-0.13717777777777773,0.0
TSS_832,-0.13717777777777773,0.0
TSS_838.1,-0.13717777777777773,0.0
TSS_839,-0.13717777777777773,0.0
TSS_1008,-0.13717777777777773,0.0
TSS_1011,-0.13717777777777773,0.0
TSS_1040,-0.13717777777777773,0.0
TSS_1058.3,-0.13717777777777773,0.0
TSS_1092,-0.13717777777777773,0.0
TSS_1111,-0.13717777777777773,0.0
TSS_499,-0.13707777777777777,0.0
TSS_721.1,-0.13676555555555556,0.0
TSS_434,-0.13672333333333334,0.0
TSS_15,-0.13672222222222222,0.0
TSS_355,-0.13656,0.0
TSS_396,-0.13611555555555552,0.0
TSS_920.2,-0.1361022222222222,0.0
TSS_285,-0.13583555555555557,0.0
TSS_874.1,-0.13583555555555557,0.0
TSS_298,-0.13583555555555554,0.0
TSS_341,-0.13583555555555554,0.0
TSS_396.1,-0.13583555555555554,0.0
TSS_221,-0.13581444444444446,0.0
TSS_807.1,-0.13566111111111112,0.0
TSS_317.1,-0.13566,0.0
TSS_311.1,-0.13527999999999996,0.0
TSS_332.2,-0.13527999999999996,0.0
TSS_376,-0.13509444444444443,0.0
TSS_4.4,-0.13477444444444442,0.0
TSS_326.1,-0.13449333333333335,0.0
TSS_8,-0.13449333333333333,0.0
TSS_347.1,-0.13449333333333333,0.0
TSS_433,-0.13449333333333333,0.0
TSS_693,-0.13449333333333333,0.0
TSS_844,-0.13449333333333333,0.0
TSS_940.1,-0.13449333333333333,0.0
TSS_954,-0.13449333333333333,0.0
TSS_1042.1,-0.13449333333333333,0.0
TSS_98,-0.13421777777777777,0.0
TSS_623.1,-0.13386555555555557,0.0
TSS_39.1,-0.1333311111111111,0.0
TSS_72,-0.1333311111111111,0.0
TSS_354.3,-0.1333311111111111,0.0
TSS_625.1,-0.1333311111111111,0.0
TSS_922,-0.1333311111111111,0.0
TSS_721.2,-0.13331777777777776,0.0
TSS_76.1,-0.13325555555555557,0.0
TSS_343,-0.1330288888888889,0.0
TSS_179,-0.13275444444444442,0.0
TSS_703.1,-0.1326133333333333,0.0
TSS_594.1,-0.13257555555555556,0.0
TSS_510.1,-0.13257444444444444,0.0
TSS_640.1,-0.13252333333333333,0.0
TSS_311*,-0.1324733333333333,0.0
TSS_294,-0.13198888888888888,0.0
TSS_924.1,-0.13198888888888888,0.0
TSS_24,-0.13198888888888885,0.0
TSS_812.2,-0.13198888888888885,0.0
TSS_365.3,-0.13181222222222222,0.0
TSS_1065.1,-0.13168777777777776,0.0
TSS_1030.1,-0.13153333333333334,0.0
TSS_148.2,-0.13141999999999998,0.0
TSS_485,-0.13141777777777777,0.0
TSS_1042,-0.13131888888888887,0.0
TSS_331.1,-0.13125333333333333,0.0
TSS_216,-0.13118888888888888,0.0
TSS_126.1,-0.1311322222222222,0.0
TSS_389.1,-0.13113111111111111,0.0
TSS_723,-0.13113111111111111,0.0
TSS_131,-0.13064666666666666,0.0
TSS_152,-0.13024555555555556,0.0
TSS_392,-0.13024555555555556,0.0
TSS_214.6,-0.13024444444444444,0.0
TSS_235,-0.13024444444444444,0.0
TSS_283.2,-0.13024444444444444,0.0
TSS_452.1,-0.13024444444444444,0.0
TSS_572.1,-0.13024444444444444,0.0
TSS_643,-0.13024444444444444,0.0
TSS_713.1,-0.13024444444444444,0.0
TSS_905,-0.13024444444444444,0.0
TSS_1123,-0.13024444444444444,0.0
TSS_407,-0.13019111111111112,0.0
TSS_1036.1,-0.13013666666666665,0.0
TSS_931.1,-0.13007777777777776,0.0
TSS_1021.3,-0.13007,0.0
TSS_300,-0.1300188888888889,0.0
TSS_442,-0.12978999999999996,0.0
TSS_50,-0.12957,0.0
TSS_211.1,-0.1291822222222222,0.0
TSS_316.2,-0.12917,0.0
TSS_920,-0.1291688888888889,0.0
TSS_572.3,-0.12890222222222222,0.0
TSS_35,-0.1289022222222222,0.0
TSS_177.1,-0.1289022222222222,0.0
TSS_248,-0.12861333333333333,0.0
TSS_813,-0.12844777777777777,0.0
TSS_855,-0.12834666666666666,0.0
TSS_599,-0.12832444444444446,0.0
TSS_657,-0.1281822222222222,0.0
TSS_535,-0.12755555555555553,0.0
TSS_853.1,-0.12755555555555553,0.0
TSS_211,-0.12753777777777778,0.0
TSS_22,-0.12746,0.0
TSS_39.2,-0.12746,0.0
TSS_51,-0.12746,0.0
TSS_57.1,-0.12746,0.0
TSS_62,-0.12746,0.0
TSS_73,-0.12746,0.0
TSS_92,-0.12746,0.0
TSS_96,-0.12746,0.0
TSS_148.1,-0.12746,0.0
TSS_176,-0.12746,0.0
TSS_182,-0.12746,0.0
TSS_184.1,-0.12746,0.0
TSS_185,-0.12746,0.0
TSS_212,-0.12746,0.0
TSS_214.2,-0.12746,0.0
TSS_242.5,-0.12746,0.0
TSS_311,-0.12746,0.0
TSS_314.2,-0.12746,0.0
TSS_316.1,-0.12746,0.0
TSS_338.1,-0.12746,0.0
TSS_338.2,-0.12746,0.0
TSS_338.4,-0.12746,0.0
TSS_339,-0.12746,0.0
TSS_343.1,-0.12746,0.0
TSS_343.2,-0.12746,0.0
TSS_346.1,-0.12746,0.0
TSS_348,-0.12746,0.0
TSS_365.1,-0.12746,0.0
TSS_391,-0.12746,0.0
TSS_398,-0.12746,0.0
TSS_404,-0.12746,0.0
TSS_412,-0.12746,0.0
TSS_431,-0.12746,0.0
TSS_443.3,-0.12746,0.0
TSS_453,-0.12746,0.0
TSS_472,-0.12746,0.0
TSS_473,-0.12746,0.0
TSS_476.1,-0.12746,0.0
TSS_512.2,-0.12746,0.0
TSS_525,-0.12746,0.0
TSS_529,-0.12746,0.0
TSS_531,-0.12746,0.0
TSS_532,-0.12746,0.0
TSS_550,-0.12746,0.0
TSS_560,-0.12746,0.0
TSS_562,-0.12746,0.0
TSS_589,-0.12746,0.0
TSS_594,-0.12746,0.0
TSS_595,-0.12746,0.0
TSS_681.2,-0.12746,0.0
TSS_685,-0.12746,0.0
TSS_696,-0.12746,0.0
TSS_711,-0.12746,0.0
TSS_715,-0.12746,0.0
TSS_717,-0.12746,0.0
TSS_718,-0.12746,0.0
TSS_730,-0.12746,0.0
TSS_731,-0.12746,0.0
TSS_784,-0.12746,0.0
TSS_797,-0.12746,0.0
TSS_876,-0.12746,0.0
TSS_877,-0.12746,0.0
TSS_989,-0.12746,0.0
TSS_1021.1,-0.12746,0.0
TSS_1026,-0.12746,0.0
TSS_1027,-0.12746,0.0
TSS_1060,-0.12746,0.0
TSS_1086.1,-0.12746,0.0
TSS_1101,-0.12746,0.0
TSS_353,-0.12710000000000002,0.0
TSS_246.1,-0.12700555555555554,0.0
TSS_1098,-0.1267988888888889,0.0
TSS_739*,-0.12677444444444444,0.0
TSS_632,-0.12666888888888886,0.0
TSS_957.1,-0.12649888888888886,0.0
TSS_673,-0.12645777777777778,0.0
TSS_177,-0.12639777777777775,0.0
TSS_923,-0.12639777777777775,0.0
TSS_878.1,-0.12628999999999996,0.0
TSS_16,-0.12611777777777777,0.0
TSS_58,-0.12611777777777777,0.0
TSS_93,-0.12611777777777777,0.0
TSS_94,-0.12611777777777777,0.0
TSS_112,-0.12611777777777777,0.0
TSS_214.3,-0.12611777777777777,0.0
TSS_340,-0.12611777777777777,0.0
TSS_406.1,-0.12611777777777777,0.0
TSS_484,-0.12611777777777777,0.0
TSS_493,-0.12611777777777777,0.0
TSS_516,-0.12611777777777777,0.0
TSS_540,-0.12611777777777777,0.0
TSS_617.1,-0.12611777777777777,0.0
TSS_791,-0.12611777777777777,0.0
TSS_1020.2,-0.12611777777777777,0.0
TSS_760,-0.12604666666666667,0.0
TSS_17.1,-0.12567777777777778,0.0
TSS_919,-0.12567777777777778,0.0
TSS_1025.1,-0.12533555555555556,0.0
TSS_631.2,-0.12503555555555554,0.0
TSS_281.1,-0.12487555555555556,0.0
TSS_992,-0.12477555555555557,0.0
TSS_1077,-0.12477555555555557,0.0
TSS_146,-0.12477555555555554,0.0
TSS_314.1,-0.12477555555555554,0.0
TSS_2.3,-0.12475444444444445,0.0
TSS_408,-0.12464444444444443,0.0
TSS_242.3,-0.12456222222222221,0.0
TSS_621,-0.12442777777777778,0.0
TSS_1076.3,-0.12415333333333331,0.0
TSS_402.2,-0.12399333333333334,0.0
TSS_1110,-0.12376444444444444,0.0
TSS_888,-0.12373555555555554,0.0
TSS_974.2,-0.12371444444444443,0.0
TSS_231,-0.12371333333333334,0.0
TSS_579,-0.12371333333333334,0.0
TSS_186.2,-0.12359999999999999,0.0
TSS_1039,-0.12359999999999999,0.0
TSS_528,-0.12343333333333334,0.0
TSS_354,-0.12341222222222223,0.0
TSS_203,-0.1233111111111111,0.0
TSS_843,-0.1233111111111111,0.0
TSS_113,-0.12297555555555555,0.0
TSS_143,-0.12290333333333331,0.0
TSS_218.1,-0.12287777777777777,0.0
TSS_443.1,-0.12285666666666664,0.0
TSS_749,-0.12234666666666666,0.0
TSS_842.1,-0.1222711111111111,0.0
TSS_924.2,-0.1222711111111111,0.0
TSS_1029,-0.1222711111111111,0.0
TSS_1073,-0.1222711111111111,0.0
TSS_100,-0.1222577777777778,0.0
TSS_571,-0.12225777777777777,0.0
TSS_512.1,-0.12225,0.0
TSS_1019,-0.12225,0.0
TSS_316,-0.12208666666666665,0.0
TSS_914.1,-0.12196999999999998,0.0
TSS_774.1,-0.12196888888888886,0.0
TSS_1016.2,-0.12181555555555557,0.0
TSS_81,-0.12169444444444442,0.0
TSS_1050,-0.12164333333333333,0.0
TSS_2.2,-0.12104666666666668,0.0
TSS_138,-0.12091555555555557,0.0
TSS_214.4,-0.12090666666666665,0.0
TSS_334.2,-0.12062666666666666,0.0
TSS_2.1,-0.12052666666666664,0.0
TSS_54.1,-0.12052666666666664,0.0
TSS_95.2,-0.12052666666666664,0.0
TSS_120,-0.12052666666666664,0.0
TSS_137,-0.12052666666666664,0.0
TSS_334.3,-0.12052666666666664,0.0
TSS_432.1,-0.12052666666666664,0.0
TSS_477,-0.12052666666666664,0.0
TSS_512.3,-0.12052666666666664,0.0
TSS_789.2,-0.12052666666666664,0.0
TSS_864,-0.12052666666666664,0.0
TSS_870.1,-0.12052666666666664,0.0
TSS_618.3,-0.1200722222222222,0.0
TSS_998,-0.11958666666666666,0.0
TSS_1059,-0.11946444444444444,0.0
TSS_283,-0.11946444444444443,0.0
TSS_260.1,-0.11918555555555556,0.0
TSS_154,-0.11918444444444444,0.0
TSS_260,-0.11918444444444444,0.0
TSS_296.1,-0.11918444444444444,0.0
TSS_331.2,-0.11918444444444444,0.0
TSS_415.1,-0.11918444444444444,0.0
TSS_591,-0.11918444444444444,0.0
TSS_684,-0.11918444444444444,0.0
TSS_726,-0.11918444444444444,0.0
TSS_733.1,-0.11918444444444444,0.0
TSS_988,-0.11918444444444444,0.0
TSS_943,-0.11915555555555556,0.0
TSS_1093.2,-0.11914666666666666,0.0
TSS_600,-0.11900999999999999,0.0
TSS_1079.4,-0.11855666666666667,0.0
TSS_616,-0.11848888888888887,0.0
TSS_1028,-0.11812333333333333,0.0
TSS_748,-0.11784222222222224,0.0
TSS_732,-0.11784222222222221,0.0
TSS_805,-0.11747333333333332,0.0
TSS_188.2,-0.11732333333333332,0.0
TSS_1052.1,-0.11645444444444444,0.0
TSS_19,-0.11639999999999999,0.0
TSS_110,-0.11639999999999999,0.0
TSS_180,-0.11639999999999999,0.0
TSS_214.5,-0.11639999999999999,0.0
TSS_284,-0.11639999999999999,0.0
TSS_299,-0.11639999999999999,0.0
TSS_328.2,-0.11639999999999999,0.0
TSS_395,-0.11639999999999999,0.0
TSS_422,-0.11639999999999999,0.0
TSS_559,-0.11639999999999999,0.0
TSS_575,-0.11639999999999999,0.0
TSS_576,-0.11639999999999999,0.0
TSS_593,-0.11639999999999999,0.0
TSS_611,-0.11639999999999999,0.0
TSS_681,-0.11639999999999999,0.0
TSS_725,-0.11639999999999999,0.0
TSS_775,-0.11639999999999999,0.0
TSS_825,-0.11639999999999999,0.0
TSS_994,-0.11639999999999999,0.0
TSS_1041,-0.11639999999999999,0.0
TSS_1062,-0.11639999999999999,0.0
TSS_334,-0.11637777777777779,0.0
TSS_679,-0.11603222222222219,0.0
TSS_295,-0.11587666666666666,0.0
TSS_589.1,-0.11577222222222222,0.0
TSS_689,-0.11557666666666666,0.0
TSS_249,-0.11547666666666664,0.0
TSS_627,-0.11543888888888887,0.0
TSS_628,-0.1154111111111111,0.0
TSS_312.1,-0.11533777777777776,0.0
TSS_948,-0.11532444444444444,0.0
TSS_295.2,-0.11505777777777777,0.0
TSS_332,-0.11505777777777777,0.0
TSS_344.1,-0.11505777777777777,0.0
TSS_991,-0.11505777777777777,0.0
TSS_1036.2,-0.11505777777777777,0.0
TSS_851.2,-0.11503777777777777,0.0
TSS_425,-0.1146888888888889,0.0
TSS_1067,-0.11454444444444446,0.0
TSS_230,-0.11427555555555556,0.0
TSS_883,-0.11426444444444443,0.0
TSS_1051.2,-0.11409666666666668,0.0
TSS_812.1,-0.11399555555555556,0.0
TSS_849,-0.11392555555555554,0.0
TSS_918,-0.11388666666666666,0.0
TSS_213,-0.11371555555555554,0.0
TSS_170.1,-0.11359333333333331,0.0
TSS_895,-0.11359333333333331,0.0
TSS_1065.2,-0.11359333333333331,0.0
TSS_1079.2,-0.11359333333333331,0.0
TSS_537,-0.1132611111111111,0.0
TSS_1065.5,-0.1130222222222222,0.0
TSS_178,-0.11281999999999999,0.0
TSS_129,-0.11274111111111111,0.0
TSS_920.1,-0.11253111111111111,0.0
TSS_335,-0.11253111111111108,0.0
TSS_601.1,-0.11251222222222222,0.0
TSS_925,-0.11248888888888889,0.0
TSS_294.1,-0.11235222222222221,0.0
TSS_976,-0.11234777777777777,0.0
TSS_1021.2,-0.11224999999999999,0.0
TSS_963,-0.11224777777777778,0.0
TSS_15.1,-0.11217,0.0
TSS_604,-0.11202666666666665,0.0
TSS_1070.1,-0.11199777777777777,0.0
TSS_690.1,-0.11197666666666667,0.0
TSS_851.1,-0.11135666666666665,0.0
TSS_291,-0.11123555555555556,0.0
TSS_284.1,-0.1112111111111111,0.0
TSS_712.1,-0.11119777777777778,0.0
TSS_142.1,-0.11118888888888888,0.0
TSS_616.1,-0.11091111111111111,0.0
TSS_880,-0.11091000000000001,0.0
TSS_1096.1,-0.11090888888888889,0.0
TSS_406.3,-0.11088777777777778,0.0
TSS_369.3,-0.11085111111111111,0.0
TSS_896.2,-0.11075,0.0
TSS_190.1,-0.11070444444444444,0.0
TSS_506,-0.11068777777777777,0.0
TSS_394,-0.11056222222222221,0.0
TSS_1042.2,-0.1102488888888889,0.0
TSS_366,-0.11019111111111111,0.0
TSS_99.1,-0.10946666666666666,0.0
TSS_188.1,-0.10946666666666666,0.0
TSS_269,-0.10946666666666666,0.0
TSS_299.1,-0.10946666666666666,0.0
TSS_549,-0.10946666666666666,0.0
TSS_629.1,-0.10946666666666666,0.0
TSS_759,-0.10946666666666666,0.0
TSS_522.1,-0.10944444444444444,0.0
TSS_1018.1,-0.10905666666666665,0.0
TSS_1061.1,-0.10895222222222221,0.0
TSS_468,-0.10883888888888887,0.0
TSS_1013,-0.10883888888888887,0.0
TSS_812,-0.10874666666666667,0.0
TSS_959,-0.10867222222222223,0.0
TSS_846,-0.1085111111111111,0.0
TSS_50.1,-0.10840444444444444,0.0
TSS_459.1,-0.10840444444444444,0.0
TSS_1097,-0.10834777777777777,0.0
TSS_644,-0.10812555555555554,0.0
TSS_900,-0.10812555555555554,0.0
TSS_678,-0.10812444444444445,0.0
TSS_122.1,-0.10812444444444444,0.0
TSS_229,-0.10812444444444444,0.0
TSS_941,-0.10766888888888887,0.0
TSS_263,-0.10759888888888887,0.0
TSS_984,-0.10694888888888889,0.0
TSS_36,-0.10687555555555556,0.0
TSS_491,-0.1068611111111111,0.0
TSS_942,-0.10643444444444444,0.0
TSS_510,-0.10615444444444444,0.0
TSS_9,-0.10605444444444444,0.0
TSS_861,-0.10605444444444444,0.0
TSS_242,-0.10570666666666667,0.0
TSS_1064,-0.10543666666666665,0.0
TSS_859.1,-0.10534,0.0
TSS_974.1,-0.10534,0.0
TSS_208.1,-0.10533999999999999,0.0
TSS_746.2,-0.10531777777777779,0.0
TSS_938.1,-0.10531777777777777,0.0
TSS_533.1,-0.10523333333333332,0.0
TSS_301,-0.10518999999999999,0.0
TSS_338,-0.10455444444444444,0.0
TSS_415.2,-0.10427777777777777,0.0
TSS_985.1,-0.10410222222222222,0.0
TSS_290,-0.10399222222222221,0.0
TSS_56.2,-0.10368888888888889,0.0
TSS_1058.2,-0.10368,0.0
TSS_698.1,-0.1036511111111111,0.0
TSS_730.1,-0.10337,0.0
TSS_41,-0.10293555555555554,0.0
TSS_689.1,-0.10282222222222222,0.0
TSS_6.1,-0.1028,0.0
TSS_228,-0.10253333333333332,0.0
TSS_1113.1,-0.10253333333333332,0.0
TSS_517,-0.10250444444444444,0.0
TSS_957.3,-0.10242555555555555,0.0
TSS_1082,-0.10231222222222222,0.0
TSS_1082.1,-0.10221222222222222,0.0
TSS_833,-0.10185555555555556,0.0
TSS_46,-0.10185333333333332,0.0
TSS_1114,-0.1017122222222222,0.0
TSS_480,-0.10147222222222223,0.0
TSS_1036,-0.10133555555555557,0.0
TSS_1015.2,-0.10111444444444445,0.0
TSS_734,-0.1010211111111111,0.0
TSS_337,-0.10078666666666666,0.0
TSS_522.3,-0.10067666666666666,0.0
TSS_1016,-0.1004111111111111,0.0
TSS_746.1,-0.09984888888888888,0.0
TSS_117,-0.09984444444444444,0.0
TSS_838,-0.0996588888888889,0.0
TSS_432,-0.09951,0.0
TSS_243,-0.09934666666666667,0.0
TSS_68,-0.09840666666666667,0.0
TSS_167,-0.09840666666666667,0.0
TSS_238,-0.09840666666666667,0.0
TSS_920.3,-0.09807333333333332,0.0
TSS_401,-0.09796222222222221,0.0
TSS_810,-0.09789111111111111,0.0
TSS_405,-0.09761111111111112,0.0
TSS_1048.1,-0.09760777777777778,0.0
TSS_474.2,-0.09746666666666666,0.0
TSS_867,-0.09683222222222222,0.0
TSS_1105,-0.09681,0.0
TSS_213.1,-0.09671666666666666,0.0
TSS_59.2,-0.0964411111111111,0.0
TSS_1014.1,-0.09643111111111109,0.0
TSS_259.2,-0.09639999999999999,0.0
TSS_672,-0.09634444444444444,0.0
TSS_400.1,-0.09586666666666667,0.0
TSS_492.2,-0.09567555555555554,0.0
TSS_262,-0.09559999999999999,0.0
TSS_766,-0.09523222222222222,0.0
TSS_794,-0.09499444444444444,0.0
TSS_957.2,-0.09493444444444445,0.0
TSS_985.3,-0.09466111111111111,0.0
TSS_691.1,-0.09454777777777777,0.0
TSS_923.1,-0.09435777777777779,0.0
TSS_236,-0.09428,0.0
TSS_385.1,-0.09428,0.0
TSS_130,-0.09425777777777777,0.0
TSS_866.1,-0.09421333333333333,0.0
TSS_1065.6,-0.0937222222222222,0.0
TSS_184,-0.09332111111111112,0.0
TSS_328.3,-0.09320555555555556,0.0
TSS_215,-0.09293777777777777,0.0
TSS_636,-0.09175555555555556,0.0
TSS_618,-0.09090444444444444,0.0
TSS_698,-0.09043666666666667,0.0
TSS_1121,-0.09029333333333334,0.0
TSS_1099,-0.08959666666666667,0.0
TSS_947,-0.08940555555555556,0.0
TSS_604.1,-0.08934888888888888,0.0
TSS_1093.1,-0.08853111111111112,0.0
TSS_773,-0.08787222222222221,0.0
TSS_854,-0.08739444444444444,0.0
TSS_676,-0.08734666666666667,0.0
TSS_286,-0.08710777777777776,0.0
TSS_225,-0.08666444444444443,0.0
TSS_207,-0.08657222222222222,0.0
TSS_1003,-0.08640333333333333,0.0
TSS_188,-0.08632555555555556,0.0
TSS_618.4,-0.08626555555555554,0.0
TSS_1052.3,-0.08626444444444442,0.0
TSS_514,-0.08593666666666666,0.0
TSS_210,-0.08544222222222222,0.0
TSS_55,-0.0853588888888889,0.0
TSS_166,-0.08534777777777777,0.0
TSS_923.3,-0.08525333333333332,0.0
TSS_423,-0.08522666666666666,0.0
